 	Lysis Plate Batch	dNTP.batch	oligodT.order.no	plate.type	preparation.site	date.prepared	date.sorted	tissue	subtissue	mouse.id	FACS.selection	nozzle.size	FACS.instument	Experiment ID 	Columns sorted	Double check	Plate	Location 	Comments
B002327	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	B-cells	24_59_M		100	Clark	exp 32			1	MACA16_2	
B002328	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002329	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	B-cells	24_59_M		100	Clark	exp 32			2	MACA16_2	
B002330	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	Granulocytes	24_58_M		100	Clark	exp 32			1	MACA19_6	
B002331	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Skin	NA	3_56_F	Multiple	100	SONY SIM1	exp 31			2	MACA13_11	
B002353	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002354	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002355	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002356	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002357	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002358	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002359	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002360	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002361	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002362	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002363	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002364	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002365	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002366	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002367	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002368	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002369	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002370	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002371	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002372	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002373	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002374	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002376	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002377	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002378	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002380	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002381	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002382	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002383	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002384	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002385	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002386	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002387	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002388	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002389	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002390	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002391	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Fat	BAT	3_56_F	Multiple	100	SONY SIM1	exp 31			2	MACA13_9	
B002887	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Fat	BAT	24_58_M	Multiple	100	SONY SIM1	exp 32			1	MACA16_3	
B002894	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	B-cells	24_58_M		100	Clark	exp 32			1	MACA16_2	
B002895	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Fat	SCAT	3_57_F	Multiple	100	SONY SIM1	exp 31			2	MACA15_7	
B002896	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	B-cells	24_58_M		100	Clark	exp 32			2	MACA16_2	
B002897	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Fat	GAT	24_58_M	Multiple	100	SONY SIM1	exp 32			2	MACA19_6	
B002898	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Fat	GAT	24_58_M	Multiple	100	SONY SIM1	exp 32			1	MACA19_6	
B002899	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Skin	Skin Anagen	24_59_M				exp 32			1	MACA19_6	
B002900	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Fat	GAT	24_59_M	Multiple	100	SONY SIM1	exp 32			1	MACA19_6	
B002901	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Fat	GAT	3_57_F	Multiple	100	SONY SIM1	exp 31			1	MACA15_7	
B002902	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Fat	GAT	3_57_F	Multiple	100	SONY SIM1	exp 31			2	MACA15_7	
B002903	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Fat	GAT	3_56_F	Multiple	100	SONY SIM1	exp 31			2	MACA15_7	
B002904	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Fat	SCAT	3_57_F	Multiple	100	SONY SIM1	exp 31			1	MACA14_2	
B002905	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Skin	NA	24_59_M	Multiple	100	SONY SIM1	exp 32			3	MACA16_3	
B002906	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Fat	SCAT	24_59_M	Multiple	100	SONY SIM1	exp 32			1	MACA16_3	
B002907	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Fat	SCAT	24_59_M	Multiple	100	SONY SIM1	exp 32			2	MACA16_3	
B002908	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Heart	Aorta	3_57_F	Multiple	130	SONY SIM1	exp 31			1	MACA13_4	
B002909	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Heart	Aorta	3_56_F	Multiple	130	SONY SIM1	exp 31			1	MACA14_9	
B002910	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Mammary Gland	Mammary Gland 	3_56_F				exp 31			1	MACA13_4	
B002937	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Skin	NA	3_56_F	Multiple	100	SONY SIM1	exp 31			3	MACA13_9	
B002938	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Skin	NA	3_57_F	Multiple	100	SONY SIM1	exp 31			1	MACA13_11	
B002952	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Fat	BAT	3_57_F	Multiple	100	SONY SIM1	exp 31			1	MACA13_9	
B002953	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Skin	NA	3_57_F	Multiple	100	SONY SIM1	exp 31			2	MACA13_11	
B002954	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Fat	SCAT	3_56_F	Multiple	100	SONY SIM1	exp 31			1	MACA15_7	
B002955	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Fat	GAT	3_56_F	Multiple	100	SONY SIM1	exp 31			1	MACA15_7	
B003133	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003134	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003135	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003136	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003137	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003138	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003139	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003140	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003141	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003142	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003143	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003144	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003145	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003146	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003147	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003148	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003149	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003150	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003151	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003152	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003153	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003154	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003155	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003156	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003157	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003218	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Skin	NA	3_56_F	Multiple	100	SONY SIM1	exp 31			1	MACA13_11	
B003457	00025	00457912 and '00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170720	Brain	Hippocampus 	3_57_F	Microglia	100	SONY SIM1	exp 31			1	MACA14_9	
B001607	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001608	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001610	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001611	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Brain	Cortex 	24_61_M	Neurons	130	SIM1 SONY	exp 33			1	MACA19_8	
B001612	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Brain	Cortex 	24_61_M	Neurons	130	SIM1 SONY	exp 33			2	MACA19_8	
B001614	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Brain	Striatum 	24_60_M	Neurons	130	SONY SIM1	exp 33			1	MACA19_11	
B001615	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Brain	Cortex 	24_60_M	Neurons	130	SIM1 SONY	exp 33			2	MACA19_11	
B001616	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Brain	Striatum 	24_60_M	Neurons	130	SONY SIM1	exp 33			2	MACA19_6	
B001617	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001618	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Brain	Cerebellum 	24_60_M	Microglia	100	SONY SIM1	exp 33			1	MACA19_10	
B001619	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Brain	Cortex 	24_60_M	Neurons	130	SIM1 SONY	exp 33			1	MACA19_6	
B001620	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Brain	Cerebellum 	24_61_M	Microglia	100	SONY SIM1	exp 33			1	MACA19_11	
B001621	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001625	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001626	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001627	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001788	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001789	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001790	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001791	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001792	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001793	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001794	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001795	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001796	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001797	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001798	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001799	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001800	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001801	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001802	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001803	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001804	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001805	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001806	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001807	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001808	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001809	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001810	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001811	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B001812	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002875	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Lung	EPCAM	24_59_M	multiple	100	Aria	exp 32			1	MACA15_10	
B002876	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Colon	Proximal	24_59_M		100	Clark	exp 32			2	MACA15_2	
B002877	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	KLS	24_58_M		100	Clark	exp 32			1	MACA15_14	
B002878	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002879	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Colon	Proximal	24_59_M		100	Clark	exp 32			1	MACA15_2	
B002880	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Trachea	NA	24_58_M		100	Clark	exp 32			2	MACA16_1	
B002881	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Trachea	NA	24_59_M		100	Clark	exp 32			1	MACA15_2	
B002882	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Colon	Proximal	24_58_M		100	Clark	exp 32			1	MACA16_1	
B002883	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Lung	EPCAM	24_59_M	multiple	100	Aria	exp 32	exp 32		3	MACA15_10	
B002884	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002885	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Trachea	NA	24_59_M		100	Clark	exp 32			2	MACA15_2	
B002886	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Colon	Proximal	24_58_M		100	Clark	exp 32			2	MACA16_1	
B002888	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002889	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	KLS	24_59_M		100	Clark	exp 32			1	MACA15_14	
B002890	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002891	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	KLS	24_58_M		100	Clark	exp 32			2	MACA15_14	
B002892	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	T cells	24_58_M		100	Clark	exp 32			1	MACA16_2	
B002893	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002944	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Lung	EPCAM	24_58_M	Multiple	100	Aria	exp 32			2	MACA16_3	
B002945	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	T cells	24_59_M		100	Clark	exp 32			2	MACA16_2	
B002946	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Lung	EPCAM	24_58_M	Multiple	100	Aria	exp 32			1	MACA16_3	
B002947	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Lung	Endomucin	24_58_M	Multiple	100	Aria	exp 32			1	MACA16_3	
B002948	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B002949	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	T cells	24_59_M		100	Clark	exp 32			1	MACA16_2	
B002950	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	T cells	24_58_M		100	Clark	exp 32			2	MACA16_2	
B003590	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003591	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003592	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003593	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003594	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003595	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003596	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003597	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003598	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003599	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003600	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003601	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003602	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003603	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003604	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003605	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003606	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003607	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003608	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003609	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003610	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003611	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003612	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003613	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003614	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003780	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003781	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003782	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003783	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003784	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003785	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003786	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003787	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003788	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003789	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003790	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Heart	RA	24_60_M		130	SONY SIM1	exp 33			1	MACA19_8	
B003791	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Heart	LV	24_61_M		130	SONY SIM1	exp 33			1	MACA19_10	
B003792	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Colon	Distal	24_59_M		100	Clark	exp 32			1	MACA15_2	
B003793	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Heart	LA	24_60_M		130	SONY SIM1	exp 33			1	MACA19_10	
B003794	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003795	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003796	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003797	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003798	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Colon	Distal	24_59_M		100	Clark	exp 32			2	MACA15_2	
B003799	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Colon	Distal	24_58_M		100	Clark	exp 32			2	MACA16_1	
B003800	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170725	Heart	RA	24_61_M		130	SONY SIM1	exp 33			1	MACA19_11	
B003801	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Colon	Distal	24_58_M		100	Clark	exp 32			1	MACA16_1	
B003802	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Lung	EPCAM	24_59_M	multiple	100	Aria	exp 32			2	MACA15_10	
B003803	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Marrow	KLS	24_59_M		100	Clark	exp 32			2	MACA15_14	
B003804	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Lung	ENDOMUCIIN	24_59_M	multiple	100	Aria	exp 32			1	MACA15_10	
B003809	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003810	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003811	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003812	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003813	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003814	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003815	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003816	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003817	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003818	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003819	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003820	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003821	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003822	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003823	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003824	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003825	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003826	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003827	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003828	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003829	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003830	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003831	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003832	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003833	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17													
B003839	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Lung	EPCAM	24_58_M	Multiple	100	Aria	exp 32			3	MACA16_3	
B003840	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Heart	LV	24_58_M		130	SONY SIM1	exp 32			1	MACA16_1	
B003841	00026	00515686	6/23/17 12757296	Biorad HSP3901	Biohub	7/17/17	170721	Heart	RA	24_58_M		130	SONY SIM1	exp 32			1	MACA16_1	
